Source,Destination,Total_Stops,Airline_IndiGo,Airline_Jet Airways,Airline_other,Additional_Info_Some info,Date_of_Journey_day,Date_of_Journey_month,Dep_Time_hour,Dep_Time_minute,Arrival_Time_hour,Arrival_Time_minute,Duration_in_hours
3,3,0,0,0,0,0,3,3,13,55,15,25,1
2,2,0,0,0,1,0,21,5,5,55,8,35,2
0,0,1,0,1,0,1,27,3,19,15,4,25,9
2,2,0,1,0,0,0,27,5,1,30,4,15,2
0,0,1,0,1,0,1,3,4,14,0,12,35,22
0,0,0,0,0,0,0,18,4,18,5,21,10,3
1,1,1,0,1,0,0,9,6,9,35,21,5,11
0,0,1,0,0,1,0,27,6,11,30,21,0,9
1,1,1,0,1,0,1,6,5,21,10,9,20,12
1,1,1,0,1,0,0,12,6,16,30,10,5,17
0,0,1,1,0,0,0,3,4,20,25,1,30,5
1,1,1,0,0,1,0,21,5,17,0,18,50,25
1,1,1,0,1,0,1,6,5,14,5,10,5,20
0,0,1,0,0,1,0,21,5,8,0,21,0,13
0,0,1,0,1,0,1,1,6,10,0,4,25,18
3,3,0,0,1,0,0,27,3,19,35,21,5,1
0,0,1,0,0,1,0,15,5,16,0,1,30,9
1,1,1,0,1,0,1,6,5,20,0,12,0,16
4,4,0,1,0,0,0,12,5,14,45,17,5,2
0,0,1,0,0,1,0,24,6,8,45,13,15,4
0,0,1,1,0,0,0,27,6,21,50,3,35,5
1,1,1,0,1,0,1,6,6,9,35,9,45,24
1,1,0,1,0,0,0,3,6,15,30,18,5,2
2,2,0,0,0,1,0,12,6,11,10,13,55,2
2,2,1,1,0,0,0,3,3,12,10,17,5,4
0,0,1,0,0,0,0,27,3,5,15,6,50,25
0,0,1,1,0,0,0,24,6,16,10,22,30,6
2,2,0,0,1,0,0,27,6,18,55,22,0,3
2,2,1,0,1,0,1,12,3,20,35,15,15,18
4,4,0,0,0,1,1,27,6,9,45,12,0,2
1,1,1,0,1,0,0,12,6,16,30,4,40,12
0,0,1,0,1,0,1,24,6,9,0,4,25,19
2,2,0,0,0,0,0,18,3,13,20,16,10,2
0,0,1,0,0,1,0,27,3,7,5,15,30,8
1,1,1,0,0,1,0,24,3,22,25,7,40,9
2,2,0,0,0,0,0,3,6,21,5,23,55,2
0,0,0,1,0,0,0,24,4,5,35,8,50,3
0,0,0,0,0,0,0,18,5,5,10,8,0,2
0,0,1,0,0,1,0,3,6,6,40,19,0,12
2,2,0,0,1,0,0,18,4,15,15,18,10,2
0,0,1,1,0,0,0,27,3,16,0,1,35,9
2,2,0,0,0,1,0,27,6,17,0,19,35,2
1,1,1,0,1,0,1,21,5,14,5,23,35,9
0,0,2,0,1,0,0,18,5,23,5,4,25,29
2,2,0,1,0,0,0,12,5,0,30,3,25,2
0,0,1,0,0,1,0,6,6,6,5,11,20,5
0,0,1,0,0,1,0,6,6,7,5,16,10,9
0,0,1,0,0,1,0,3,6,8,30,19,15,10
0,0,1,1,0,0,0,1,6,5,10,10,5,4
3,3,0,0,1,0,1,24,6,8,45,10,15,1
1,1,1,0,0,1,0,9,6,7,10,18,50,11
2,2,0,1,0,0,0,1,6,1,30,4,15,2
2,2,0,0,1,0,0,12,5,15,15,18,10,2
0,0,1,0,0,1,0,9,6,9,0,19,0,10
2,2,0,0,0,0,0,12,4,10,0,12,45,2
0,0,1,0,0,0,0,12,6,9,0,19,15,10
3,3,0,0,1,0,1,18,3,7,10,8,35,1
0,0,1,0,0,1,0,9,5,10,0,19,15,9
0,0,2,0,1,0,0,9,6,5,30,4,25,22
0,0,2,0,0,0,0,6,6,14,25,19,15,28
0,0,2,0,1,0,0,3,3,5,25,18,50,37
2,2,0,1,0,0,0,27,4,23,30,2,20,2
3,3,0,0,0,1,1,21,5,5,45,7,15,1
3,3,0,0,1,0,1,27,5,10,20,11,50,1
1,1,1,0,0,0,0,24,3,16,50,18,30,25
1,1,0,0,0,0,0,12,4,20,45,23,20,2
0,0,1,0,0,0,0,18,5,13,0,19,15,6
0,0,1,0,1,0,1,9,3,2,15,19,45,17
0,0,1,1,0,0,0,1,5,21,50,3,35,5
1,1,0,0,0,1,0,1,5,10,20,12,55,2
0,0,1,0,1,0,0,6,3,18,15,19,45,25
0,0,1,0,0,1,0,18,5,7,5,21,0,13
2,2,0,1,0,0,0,15,3,18,25,21,20,2
0,0,1,0,0,1,0,24,6,8,45,19,0,10
2,2,1,0,1,0,0,18,3,11,40,20,20,8
1,1,1,0,1,0,1,6,6,6,30,12,0,5
0,0,1,0,0,1,0,9,6,9,0,21,0,12
4,4,0,0,0,1,1,12,6,9,45,12,0,2
4,4,0,0,0,1,0,18,3,7,5,9,20,2
2,2,0,1,0,0,0,24,4,23,30,2,20,2
0,0,1,0,1,0,1,9,6,19,15,4,25,9
0,0,1,1,0,0,0,15,5,10,35,21,0,10
4,4,0,0,0,1,0,27,6,17,45,20,5,2
0,0,1,0,0,1,0,6,6,8,45,13,15,4
0,0,0,0,0,1,0,3,3,6,0,9,10,3
0,0,2,0,0,0,0,1,6,19,45,19,15,23
1,1,1,0,1,0,1,24,5,16,30,19,50,27
0,0,1,0,0,1,0,27,3,9,45,22,20,12
0,0,1,0,0,0,0,21,3,19,0,19,15,24
3,3,0,0,0,1,0,21,3,13,10,14,30,1
2,2,0,0,0,0,0,9,5,10,0,12,45,2
2,2,0,0,1,0,1,21,6,7,10,10,10,3
0,0,1,0,1,0,0,6,6,8,0,19,0,11
0,0,2,0,1,0,0,3,6,5,30,19,0,13
2,2,0,1,0,0,0,3,6,22,10,1,0,2
2,2,0,0,0,1,0,3,3,20,55,23,50,2
1,1,0,1,0,0,0,18,3,9,35,12,20,2
0,0,1,1,0,0,0,9,3,4,55,16,10,11
1,1,2,0,0,0,0,21,5,5,50,20,25,14
0,0,1,0,0,1,0,21,3,11,40,1,35,13
0,0,1,1,0,0,0,24,6,11,25,1,30,14
1,1,1,0,0,0,0,12,6,16,50,7,55,15
4,4,0,0,0,0,0,1,3,11,40,13,55,2
2,2,1,0,1,0,1,6,3,14,5,5,5,15
1,1,1,0,1,0,0,1,5,21,10,10,5,12
0,0,1,0,0,1,0,12,6,7,10,16,10,9
0,0,1,0,0,0,0,1,6,7,0,19,15,12
0,0,2,0,0,1,0,6,6,17,50,1,30,7
0,0,1,0,0,0,0,9,4,6,5,9,25,27
3,3,0,1,0,0,0,15,3,21,20,22,45,1
3,3,0,0,0,0,0,27,3,6,20,7,40,1
1,1,1,0,0,1,0,12,6,15,55,21,25,5
0,0,1,0,0,0,0,9,3,20,30,8,15,11
0,0,0,1,0,0,0,24,6,5,35,8,50,3
1,1,1,0,1,0,1,12,6,18,55,19,50,24
0,0,1,0,0,0,0,3,3,6,5,9,25,27
2,2,0,0,1,0,1,24,5,11,10,14,5,2
1,1,1,0,1,0,1,6,6,18,55,12,0,17
1,1,0,1,0,0,0,6,5,21,25,0,5,2
0,0,1,0,0,1,1,27,5,17,30,1,30,8
2,2,0,1,0,0,0,12,5,16,55,19,55,3
0,0,1,0,1,0,1,24,6,9,0,12,35,27
0,0,1,0,1,0,1,27,5,20,55,4,25,7
2,2,2,0,0,0,0,12,3,17,25,16,20,22
0,0,1,1,0,0,0,3,3,4,45,13,20,8
0,0,2,0,0,0,0,21,3,13,20,19,15,29
1,1,1,0,1,0,1,6,6,20,0,18,15,22
3,3,0,0,0,1,0,6,3,5,45,7,5,1
1,1,0,1,0,0,0,18,5,21,25,0,5,2
2,2,0,0,1,0,0,6,5,8,20,11,20,3
2,2,1,0,1,0,1,21,3,7,0,19,10,12
4,4,0,0,0,1,0,18,3,9,30,12,5,2
0,0,1,0,0,1,0,6,6,7,30,19,15,11
2,2,0,0,0,1,0,9,5,17,0,19,35,2
3,3,0,1,0,0,0,3,5,2,35,4,5,1
2,2,0,0,0,1,0,27,6,7,0,9,40,2
1,1,0,0,0,1,0,12,5,10,20,12,55,2
0,0,2,0,1,0,1,6,6,5,30,4,25,22
0,0,2,1,0,0,0,9,3,6,40,21,20,14
0,0,1,0,1,0,0,27,3,13,0,4,25,15
2,2,1,0,1,0,1,15,3,8,0,15,15,7
0,0,2,0,0,0,0,6,6,13,15,9,25,20
0,0,2,0,0,0,0,6,6,10,55,7,40,20
1,1,0,0,0,1,0,24,4,17,10,19,40,2
1,1,1,0,1,0,1,21,5,20,0,19,50,23
0,0,1,0,1,0,0,3,6,16,0,19,0,27
1,1,1,0,1,0,1,12,6,6,30,12,0,5
0,0,1,1,0,0,0,3,3,9,10,21,0,11
4,4,0,1,0,0,0,6,3,13,20,15,35,2
0,0,2,0,0,0,0,6,6,18,45,19,15,24
4,4,0,0,0,1,1,21,5,17,45,20,5,2
0,0,1,0,0,1,0,27,6,19,0,1,30,6
0,0,1,0,1,0,1,1,6,8,0,4,25,20
1,1,0,1,0,0,0,15,3,15,20,17,55,2
2,2,0,0,1,0,0,27,6,15,15,18,10,2
0,0,1,0,1,0,1,9,6,22,50,4,25,5
1,1,0,0,0,1,1,15,6,14,55,17,25,2
2,2,1,0,1,0,0,12,3,9,45,0,30,14
1,1,1,0,1,0,0,1,5,8,25,20,45,12
0,0,1,0,1,0,0,27,5,17,30,19,0,25
0,0,1,0,1,0,1,27,5,22,50,4,25,5
0,0,1,0,0,1,0,6,3,7,30,19,15,11
2,2,0,1,0,0,0,24,3,18,25,21,20,2
1,1,1,0,0,1,0,24,3,15,5,20,45,5
1,1,1,0,0,0,0,9,6,9,10,13,15,4
0,0,1,1,0,0,0,21,3,14,20,22,20,8
2,2,0,0,0,1,0,9,4,20,55,23,40,2
1,1,0,1,0,0,0,12,3,20,25,23,5,2
2,2,0,0,0,1,0,24,5,21,10,0,5,2
1,1,1,0,0,1,0,6,5,7,35,23,30,15
0,0,2,0,1,0,0,9,4,13,25,12,35,23
0,0,2,0,1,0,0,3,6,11,40,19,0,7
0,0,0,0,0,0,0,18,6,5,10,8,0,2
0,0,1,0,1,0,0,27,5,11,30,19,0,7
2,2,0,0,1,0,1,15,6,19,50,22,50,3
0,0,1,0,0,1,0,27,5,17,45,1,30,7
1,1,1,0,1,0,0,9,5,9,35,10,55,25
0,0,2,0,0,1,0,24,6,15,5,1,30,10
0,0,2,0,0,0,0,9,4,12,55,19,15,30
1,1,0,1,0,0,0,6,6,22,15,0,50,2
0,0,1,0,1,0,0,27,5,10,0,19,0,9
0,0,2,0,1,0,1,12,6,21,25,12,35,15
1,1,2,0,0,0,0,9,6,9,25,13,45,28
2,2,0,0,1,0,0,24,4,17,45,20,45,3
2,2,0,0,1,0,1,27,4,6,0,8,45,2
0,0,1,1,0,0,0,15,5,5,10,10,5,4
1,1,0,1,0,0,0,15,6,21,25,0,5,2
2,2,1,0,0,0,0,1,3,11,5,9,15,22
0,0,1,0,1,0,1,27,3,18,15,4,25,10
2,2,0,1,0,0,0,1,6,23,30,2,20,2
2,2,1,1,0,0,0,18,3,16,15,20,35,4
0,0,1,0,0,1,0,21,3,20,10,7,10,11
2,2,0,0,1,0,1,21,6,17,45,20,45,3
0,0,1,0,1,0,1,24,6,14,0,12,35,22
2,2,0,0,1,0,0,9,6,18,55,22,0,3
1,1,0,0,0,1,1,24,3,6,55,9,35,2
2,2,0,0,0,1,0,27,6,11,30,14,20,2
2,2,1,0,0,0,0,6,3,11,50,8,55,21
1,1,1,0,1,0,0,24,3,16,55,4,45,11
0,0,1,0,0,0,0,15,5,5,15,6,50,25
0,0,1,0,0,1,0,12,6,7,5,22,30,15
4,4,0,1,0,0,0,3,3,14,40,17,5,2
1,1,1,0,0,1,0,9,4,6,50,10,30,3
2,2,0,1,0,0,0,9,3,18,25,21,20,2
0,0,0,0,0,1,0,15,4,6,0,9,10,3
1,1,1,0,0,1,0,24,5,7,35,19,25,11
2,2,0,1,0,0,0,9,4,20,0,22,50,2
2,2,0,0,0,1,1,3,4,9,30,12,20,2
3,3,0,1,0,0,0,3,6,19,5,20,35,1
0,0,1,0,0,1,0,9,5,7,30,19,0,11
0,0,1,0,0,1,0,27,3,10,0,18,50,8
1,1,1,0,1,0,1,12,6,8,25,4,40,20
1,1,2,0,0,0,0,24,3,9,25,5,35,20
2,2,1,0,1,0,1,18,3,16,55,9,0,16
0,0,1,0,0,1,0,6,3,13,0,1,35,12
0,0,2,0,1,0,0,9,5,19,30,12,35,17
2,2,0,1,0,0,0,9,4,16,55,19,55,3
1,1,1,0,0,1,0,1,5,7,10,22,40,15
0,0,1,0,0,1,0,6,6,7,30,19,0,11
4,4,0,0,0,1,0,27,3,17,45,20,5,2
0,0,1,0,1,0,1,1,6,19,15,19,0,23
3,3,0,0,0,1,1,18,6,13,15,14,45,1
1,1,0,1,0,0,0,18,5,22,15,0,50,2
0,0,1,0,1,0,0,27,5,18,15,19,0,24
0,0,2,0,1,0,0,1,6,21,25,19,0,21
0,0,1,0,0,1,0,9,5,7,55,13,25,5
0,0,1,0,0,0,0,15,5,7,0,19,15,12
0,0,1,1,0,0,0,3,3,17,30,1,35,8
0,0,1,0,1,0,1,21,5,14,0,19,0,5
2,2,0,0,0,1,1,6,6,9,30,12,20,2
0,0,1,0,0,1,0,1,3,12,50,19,15,6
4,4,0,1,0,0,0,3,6,19,35,21,55,2
2,2,0,0,0,0,0,9,3,17,0,19,45,2
1,1,2,0,0,0,0,6,6,16,50,5,35,12
2,2,1,0,1,0,1,12,3,18,55,10,45,15
0,0,2,0,1,0,0,3,6,9,35,12,35,27
0,0,2,0,0,0,0,15,6,5,15,7,40,26
2,2,0,0,0,1,0,9,3,7,45,10,40,2
0,0,2,0,0,0,0,6,6,6,50,7,40,24
1,1,1,0,1,0,0,6,6,20,0,4,40,8
0,0,2,0,0,0,0,21,5,5,55,7,40,25
2,2,0,1,0,0,0,18,4,23,30,2,20,2
0,0,1,0,0,1,0,3,6,13,0,19,15,6
0,0,1,0,0,1,0,12,6,8,45,19,15,10
0,0,2,0,0,0,0,18,5,17,15,19,15,26
1,1,1,0,1,0,0,12,6,18,55,12,0,17
0,0,1,0,1,0,1,21,5,7,5,4,25,21
0,0,1,0,1,0,0,21,3,22,50,4,25,5
2,2,0,1,0,0,0,18,5,10,10,13,0,2
1,1,1,0,0,1,0,24,3,20,20,22,10,25
1,1,1,0,1,0,0,12,5,21,10,9,20,12
0,0,2,0,1,0,0,18,5,19,30,12,35,17
0,0,1,0,0,1,0,6,3,10,20,18,50,8
0,0,1,0,1,0,0,9,3,19,45,18,50,23
0,0,1,1,0,0,0,15,5,6,50,16,10,9
1,1,1,0,1,0,1,18,5,8,25,16,20,7
3,3,0,0,1,0,0,18,5,10,20,11,50,1
2,2,0,1,0,0,0,12,4,23,30,2,20,2
4,4,0,0,0,1,1,21,5,9,45,12,0,2
0,0,1,0,1,0,0,6,6,9,0,19,0,10
2,2,0,0,0,1,0,3,3,16,0,18,35,2
0,0,1,0,0,1,0,15,5,11,30,19,15,7
2,2,0,0,0,1,0,9,4,21,10,0,5,2
1,1,1,0,0,1,0,6,5,20,20,22,40,26
2,2,0,0,0,1,0,12,4,7,0,9,40,2
0,0,1,0,0,1,0,9,5,10,0,21,0,11
1,1,2,0,0,0,0,1,4,10,0,5,25,19
2,2,0,0,1,0,1,18,4,15,15,18,10,2
2,2,0,0,0,1,0,1,6,19,30,22,15,2
0,0,1,0,1,0,1,18,5,19,45,19,0,23
0,0,1,0,0,1,1,3,3,7,10,16,10,9
0,0,0,0,0,1,0,21,4,14,40,17,50,3
0,0,1,0,0,1,0,9,4,12,50,19,15,6
0,0,1,0,0,1,0,6,6,10,35,19,15,8
2,2,0,0,0,0,0,21,4,21,5,23,55,2
1,1,1,0,1,0,1,12,5,8,25,20,45,12
0,0,1,1,0,0,0,18,5,6,50,12,10,5
2,2,1,0,0,0,0,15,3,8,15,12,15,4
1,1,1,0,1,0,1,9,6,18,55,4,40,9
2,2,0,1,0,0,0,6,4,18,25,21,20,2
0,0,2,0,0,0,0,24,6,16,55,19,15,26
4,4,0,0,0,1,1,1,6,9,45,12,0,2
1,1,1,0,1,0,1,15,5,18,55,4,40,9
1,1,1,0,1,0,1,1,4,18,55,19,50,24
0,0,1,0,1,0,1,9,6,7,5,19,0,11
0,0,2,0,0,0,0,1,6,10,55,19,15,8
0,0,2,0,1,0,0,27,6,19,10,12,35,17
2,2,0,0,0,1,0,18,4,11,40,14,30,2
0,0,1,1,0,0,0,6,6,5,5,12,10,7
0,0,2,0,0,0,0,18,5,22,0,19,15,21
0,0,1,0,1,0,1,3,4,14,0,19,0,5
4,4,0,1,0,0,0,27,6,11,35,14,0,2
1,1,1,1,0,0,0,18,5,21,0,2,15,5
0,0,1,0,0,1,0,15,6,10,20,1,30,15
0,0,1,0,0,1,0,3,6,7,30,19,15,11
2,2,0,0,1,0,0,1,5,19,50,22,50,3
0,0,1,0,0,1,0,24,4,17,55,22,50,4
2,2,0,1,0,0,0,9,3,6,0,8,45,2
1,1,0,0,0,1,0,15,6,14,55,17,25,2
1,1,1,0,1,0,0,12,5,18,55,4,40,9
1,1,0,1,0,0,0,6,3,17,15,19,55,2
0,0,1,0,0,1,0,9,6,19,0,1,30,6
0,0,1,0,0,1,0,3,3,16,45,22,15,5
2,2,0,0,0,1,0,3,5,7,0,9,40,2
0,0,2,0,1,0,0,21,3,18,20,4,25,34
0,0,1,0,0,0,0,3,6,3,50,19,15,15
0,0,1,1,0,0,0,24,6,16,0,1,30,9
0,0,1,0,1,0,1,6,3,22,20,4,25,6
2,2,0,0,0,1,0,9,3,16,10,18,50,2
0,0,1,0,0,1,0,3,3,7,0,12,50,5
2,2,0,0,0,1,0,3,6,19,30,22,15,2
1,1,1,0,1,0,1,18,5,16,30,19,50,27
2,2,0,0,1,0,0,3,4,8,20,11,20,3
0,0,1,0,0,1,0,21,5,6,5,11,20,5
1,1,1,0,1,0,1,12,6,20,0,12,0,16
0,0,1,0,0,1,0,18,5,14,0,21,0,7
1,1,1,0,0,1,0,24,5,8,35,17,15,8
0,0,1,0,0,1,0,9,5,10,0,19,0,9
1,1,0,0,0,1,0,21,4,22,20,0,40,2
4,4,0,1,0,0,0,6,3,5,15,7,35,2
2,2,1,0,1,0,0,1,3,8,55,15,15,6
1,1,1,1,0,0,0,18,5,19,20,23,45,4
4,4,0,1,0,0,0,1,6,13,15,15,35,2
2,2,2,0,0,0,0,18,3,11,5,22,10,11
2,2,1,0,0,0,0,1,3,5,50,22,45,16
