Source,Destination,Total_Stops,Price,Airline_IndiGo,Airline_Jet Airways,Airline_other,Additional_Info_Some info,Date_of_Journey_day,Date_of_Journey_month,Dep_Time_hour,Dep_Time_minute,Arrival_Time_hour,Arrival_Time_minute,Duration_in_hours
2,2,0,6961,0,0,0,0,3,6,21,5,23,55,2
0,0,0,5013,1,0,0,0,24,4,5,35,8,50,3
0,0,0,6934,0,0,0,0,18,5,5,10,8,0,2
0,0,1,10877,0,0,1,0,3,6,6,40,19,0,12
2,2,0,7229,0,1,0,0,18,4,15,15,18,10,2
0,0,1,7048,1,0,0,0,27,3,16,0,1,35,9
2,2,0,4878,0,0,1,0,27,6,17,0,19,35,2
1,1,1,10844,0,1,0,1,21,5,14,5,23,35,9
0,0,2,15129,0,1,0,0,18,5,23,5,4,25,29
2,2,0,3943,1,0,0,0,12,5,0,30,3,25,2
0,0,1,5583,0,0,1,0,6,6,6,5,11,20,5
0,0,1,9646,0,0,1,0,6,6,7,5,16,10,9
0,0,1,7677,0,0,1,0,3,6,8,30,19,15,10
0,0,1,6842,1,0,0,0,1,6,5,10,10,5,4
3,3,0,4995,0,1,0,1,24,6,8,45,10,15,1
1,1,1,9555,0,0,1,0,9,6,7,10,18,50,11
2,2,0,4077,1,0,0,0,1,6,1,30,4,15,2
2,2,0,7229,0,1,0,0,12,5,15,15,18,10,2
0,0,1,12192,0,0,1,0,9,6,9,0,19,0,10
2,2,0,5911,0,0,0,0,12,4,10,0,12,45,2
0,0,1,8372,0,0,0,0,12,6,9,0,19,15,10
3,3,0,4995,0,1,0,1,18,3,7,10,8,35,1
0,0,1,14323,0,0,1,0,9,5,10,0,19,15,9
0,0,2,13014,0,1,0,0,9,6,5,30,4,25,22
0,0,2,13591,0,0,0,0,6,6,14,25,19,15,28
0,0,2,18799,0,1,0,0,3,3,5,25,18,50,37
2,2,0,3943,1,0,0,0,27,4,23,30,2,20,2
3,3,0,1965,0,0,1,1,21,5,5,45,7,15,1
3,3,0,4995,0,1,0,1,27,5,10,20,11,50,1
1,1,1,14641,0,0,0,0,24,3,16,50,18,30,25
1,1,0,4460,0,0,0,0,12,4,20,45,23,20,2
0,0,1,10191,0,0,0,0,18,5,13,0,19,15,6
0,0,1,13843,0,1,0,1,9,3,2,15,19,45,17
0,0,1,6349,1,0,0,0,1,5,21,50,3,35,5
1,1,0,4409,0,0,1,0,1,5,10,20,12,55,2
0,0,1,17024,0,1,0,0,6,3,18,15,19,45,25
0,0,1,13727,0,0,1,0,18,5,7,5,21,0,13
2,2,0,8855,1,0,0,0,15,3,18,25,21,20,2
0,0,1,12524,0,0,1,0,24,6,8,45,19,0,10
2,2,1,13555,0,1,0,0,18,3,11,40,20,20,8
1,1,1,10844,0,1,0,1,6,6,6,30,12,0,5
0,0,1,13587,0,0,1,0,9,6,9,0,21,0,12
4,4,0,3543,0,0,1,1,12,6,9,45,12,0,2
4,4,0,4842,0,0,1,0,18,3,7,5,9,20,2
2,2,0,3943,1,0,0,0,24,4,23,30,2,20,2
0,0,1,10577,0,1,0,1,9,6,19,15,4,25,9
0,0,1,6979,1,0,0,0,15,5,10,35,21,0,10
4,4,0,11982,0,0,1,0,27,6,17,45,20,5,2
0,0,1,5264,0,0,1,0,6,6,8,45,13,15,4
0,0,0,8001,0,0,1,0,3,3,6,0,9,10,3
0,0,2,10651,0,0,0,0,1,6,19,45,19,15,23
1,1,1,10844,0,1,0,1,24,5,16,30,19,50,27
0,0,1,6601,0,0,1,0,27,3,9,45,22,20,12
0,0,1,6587,0,0,0,0,21,3,19,0,19,15,24
3,3,0,3173,0,0,1,0,21,3,13,10,14,30,1
2,2,0,5228,0,0,0,0,9,5,10,0,12,45,2
2,2,0,5769,0,1,0,1,21,6,7,10,10,10,3
0,0,1,14714,0,1,0,0,6,6,8,0,19,0,11
0,0,2,13014,0,1,0,0,3,6,5,30,19,0,13
2,2,0,3359,1,0,0,0,3,6,22,10,1,0,2
2,2,0,6722,0,0,1,0,3,3,20,55,23,50,2
1,1,0,4462,1,0,0,0,18,3,9,35,12,20,2
0,0,1,6171,1,0,0,0,9,3,4,55,16,10,11
1,1,2,12303,0,0,0,0,21,5,5,50,20,25,14
0,0,1,7695,0,0,1,0,21,3,11,40,1,35,13
0,0,1,5684,1,0,0,0,24,6,11,25,1,30,14
1,1,1,8366,0,0,0,0,12,6,16,50,7,55,15
4,4,0,19630,0,0,0,0,1,3,11,40,13,55,2
2,2,1,13502,0,1,0,1,6,3,14,5,5,5,15
1,1,1,14781,0,1,0,0,1,5,21,10,10,5,12
0,0,1,6513,0,0,1,0,12,6,7,10,16,10,9
0,0,1,9929,0,0,0,0,1,6,7,0,19,15,12
0,0,2,18275,0,0,1,0,6,6,17,50,1,30,7
0,0,1,4487,0,0,0,0,9,4,6,5,9,25,27
3,3,0,2754,1,0,0,0,15,3,21,20,22,45,1
3,3,0,2575,0,0,0,0,27,3,6,20,7,40,1
1,1,1,8224,0,0,1,0,12,6,15,55,21,25,5
0,0,1,8991,0,0,0,0,9,3,20,30,8,15,11
0,0,0,5000,1,0,0,0,24,6,5,35,8,50,3
1,1,1,8529,0,1,0,1,12,6,18,55,19,50,24
0,0,1,14042,0,0,0,0,3,3,6,5,9,25,27
2,2,0,4030,0,1,0,1,24,5,11,10,14,5,2
1,1,1,10844,0,1,0,1,6,6,18,55,12,0,17
1,1,0,4804,1,0,0,0,6,5,21,25,0,5,2
0,0,1,7308,0,0,1,1,27,5,17,30,1,30,8
2,2,0,4823,1,0,0,0,12,5,16,55,19,55,3
0,0,1,10262,0,1,0,1,24,6,9,0,12,35,27
0,0,1,12898,0,1,0,1,27,5,20,55,4,25,7
2,2,2,12778,0,0,0,0,12,3,17,25,16,20,22
0,0,1,14871,1,0,0,0,3,3,4,45,13,20,8
0,0,2,8708,0,0,0,0,21,3,13,20,19,15,29
1,1,1,10844,0,1,0,1,6,6,20,0,18,15,22
3,3,0,4129,0,0,1,0,6,3,5,45,7,5,1
1,1,0,4804,1,0,0,0,18,5,21,25,0,5,2
2,2,0,7229,0,1,0,0,6,5,8,20,11,20,3
2,2,1,7832,0,1,0,1,21,3,7,0,19,10,12
4,4,0,3859,0,0,1,0,18,3,9,30,12,5,2
0,0,1,9001,0,0,1,0,6,6,7,30,19,15,11
2,2,0,4878,0,0,1,0,9,5,17,0,19,35,2
3,3,0,2754,1,0,0,0,3,5,2,35,4,5,1
2,2,0,4668,0,0,1,0,27,6,7,0,9,40,2
1,1,0,5216,0,0,1,0,12,5,10,20,12,55,2
0,0,2,10368,0,1,0,1,6,6,5,30,4,25,22
0,0,2,8146,1,0,0,0,9,3,6,40,21,20,14
0,0,1,12242,0,1,0,0,27,3,13,0,4,25,15
2,2,1,9134,0,1,0,1,15,3,8,0,15,15,7
0,0,2,10939,0,0,0,0,6,6,13,15,9,25,20
0,0,2,11753,0,0,0,0,6,6,10,55,7,40,20
1,1,0,4174,0,0,1,0,24,4,17,10,19,40,2
1,1,1,10844,0,1,0,1,21,5,20,0,19,50,23
0,0,1,14714,0,1,0,0,3,6,16,0,19,0,27
1,1,1,9899,0,1,0,1,12,6,6,30,12,0,5
0,0,1,14871,1,0,0,0,3,3,9,10,21,0,11
4,4,0,7295,1,0,0,0,6,3,13,20,15,35,2
0,0,2,13465,0,0,0,0,6,6,18,45,19,15,24
4,4,0,3543,0,0,1,1,21,5,17,45,20,5,2
0,0,1,7198,0,0,1,0,27,6,19,0,1,30,6
0,0,1,10262,0,1,0,1,1,6,8,0,4,25,20
1,1,0,4148,1,0,0,0,15,3,15,20,17,55,2
2,2,0,8016,0,1,0,0,27,6,15,15,18,10,2
0,0,1,10262,0,1,0,1,9,6,22,50,4,25,5
1,1,0,3841,0,0,1,1,15,6,14,55,17,25,2
2,2,1,11507,0,1,0,0,12,3,9,45,0,30,14
1,1,1,14781,0,1,0,0,1,5,8,25,20,45,12
0,0,1,16079,0,1,0,0,27,5,17,30,19,0,25
0,0,1,12898,0,1,0,1,27,5,22,50,4,25,5
0,0,1,15353,0,0,1,0,6,3,7,30,19,15,11
2,2,0,7303,1,0,0,0,24,3,18,25,21,20,2
1,1,1,6197,0,0,1,0,24,3,15,5,20,45,5
1,1,1,8996,0,0,0,0,9,6,9,10,13,15,4
0,0,1,6528,1,0,0,0,21,3,14,20,22,20,8
2,2,0,4239,0,0,1,0,9,4,20,55,23,40,2
1,1,0,4148,1,0,0,0,12,3,20,25,23,5,2
2,2,0,3971,0,0,1,0,24,5,21,10,0,5,2
1,1,1,5192,0,0,1,0,6,5,7,35,23,30,15
0,0,2,9483,0,1,0,0,9,4,13,25,12,35,23
0,0,2,18804,0,1,0,0,3,6,11,40,19,0,7
0,0,0,5201,0,0,0,0,18,6,5,10,8,0,2
0,0,1,16079,0,1,0,0,27,5,11,30,19,0,7
2,2,0,7229,0,1,0,1,15,6,19,50,22,50,3
0,0,1,6795,0,0,1,0,27,5,17,45,1,30,7
1,1,1,10953,0,1,0,0,9,5,9,35,10,55,25
0,0,2,15965,0,0,1,0,24,6,15,5,1,30,10
0,0,2,9968,0,0,0,0,9,4,12,55,19,15,30
1,1,0,4804,1,0,0,0,6,6,22,15,0,50,2
0,0,1,16079,0,1,0,0,27,5,10,0,19,0,9
0,0,2,11507,0,1,0,1,12,6,21,25,12,35,15
1,1,2,11542,0,0,0,0,9,6,9,25,13,45,28
2,2,0,7229,0,1,0,0,24,4,17,45,20,45,3
2,2,0,4544,0,1,0,1,27,4,6,0,8,45,2
0,0,1,6496,1,0,0,0,15,5,5,10,10,5,4
1,1,0,4804,1,0,0,0,15,6,21,25,0,5,2
2,2,1,13439,0,0,0,0,1,3,11,5,9,15,22
0,0,1,6540,0,1,0,1,27,3,18,15,4,25,10
2,2,0,4591,1,0,0,0,1,6,23,30,2,20,2
2,2,1,4437,1,0,0,0,18,3,16,15,20,35,4
0,0,1,6151,0,0,1,0,21,3,20,10,7,10,11
2,2,0,7754,0,1,0,1,21,6,17,45,20,45,3
0,0,1,10262,0,1,0,1,24,6,14,0,12,35,22
2,2,0,8016,0,1,0,0,9,6,18,55,22,0,3
1,1,0,4781,0,0,1,1,24,3,6,55,9,35,2
2,2,0,4668,0,0,1,0,27,6,11,30,14,20,2
2,2,1,14594,0,0,0,0,6,3,11,50,8,55,21
1,1,1,14231,0,1,0,0,24,3,16,55,4,45,11
0,0,1,8425,0,0,0,0,15,5,5,15,6,50,25
0,0,1,9646,0,0,1,0,12,6,7,5,22,30,15
4,4,0,7295,1,0,0,0,3,3,14,40,17,5,2
1,1,1,5162,0,0,1,0,9,4,6,50,10,30,3
2,2,0,6860,1,0,0,0,9,3,18,25,21,20,2
0,0,0,6216,0,0,1,0,15,4,6,0,9,10,3
1,1,1,5192,0,0,1,0,24,5,7,35,19,25,11
2,2,0,4823,1,0,0,0,9,4,20,0,22,50,2
2,2,0,3919,0,0,1,1,3,4,9,30,12,20,2
3,3,0,2754,1,0,0,0,3,6,19,5,20,35,1
0,0,1,9315,0,0,1,0,9,5,7,30,19,0,11
0,0,1,11667,0,0,1,0,27,3,10,0,18,50,8
1,1,1,6224,0,1,0,1,12,6,8,25,4,40,20
1,1,2,13349,0,0,0,0,24,3,9,25,5,35,20
2,2,1,11087,0,1,0,1,18,3,16,55,9,0,16
0,0,1,15603,0,0,1,0,6,3,13,0,1,35,12
0,0,2,15129,0,1,0,0,9,5,19,30,12,35,17
2,2,0,4823,1,0,0,0,9,4,16,55,19,55,3
1,1,1,8452,0,0,1,0,1,5,7,10,22,40,15
0,0,1,12524,0,0,1,0,6,6,7,30,19,0,11
4,4,0,3384,0,0,1,0,27,3,17,45,20,5,2
0,0,1,10262,0,1,0,1,1,6,19,15,19,0,23
3,3,0,1965,0,0,1,1,18,6,13,15,14,45,1
1,1,0,4804,1,0,0,0,18,5,22,15,0,50,2
0,0,1,16079,0,1,0,0,27,5,18,15,19,0,24
0,0,2,13292,0,1,0,0,1,6,21,25,19,0,21
0,0,1,6751,0,0,1,0,9,5,7,55,13,25,5
0,0,1,8669,0,0,0,0,15,5,7,0,19,15,12
0,0,1,14871,1,0,0,0,3,3,17,30,1,35,8
0,0,1,12898,0,1,0,1,21,5,14,0,19,0,5
2,2,0,3919,0,0,1,1,6,6,9,30,12,20,2
0,0,1,36983,0,0,1,0,1,3,12,50,19,15,6
4,4,0,3597,1,0,0,0,3,6,19,35,21,55,2
2,2,0,10741,0,0,0,0,9,3,17,0,19,45,2
1,1,2,11432,0,0,0,0,6,6,16,50,5,35,12
2,2,1,11087,0,1,0,1,12,3,18,55,10,45,15
0,0,2,13292,0,1,0,0,3,6,9,35,12,35,27
0,0,2,10493,0,0,0,0,15,6,5,15,7,40,26
2,2,0,7631,0,0,1,0,9,3,7,45,10,40,2
0,0,2,13381,0,0,0,0,6,6,6,50,7,40,24
1,1,1,13731,0,1,0,0,6,6,20,0,4,40,8
0,0,2,11911,0,0,0,0,21,5,5,55,7,40,25
2,2,0,4591,1,0,0,0,18,4,23,30,2,20,2
0,0,1,14848,0,0,1,0,3,6,13,0,19,15,6
0,0,1,8266,0,0,1,0,12,6,8,45,19,15,10
0,0,2,12392,0,0,0,0,18,5,17,15,19,15,26
1,1,1,13044,0,1,0,0,12,6,18,55,12,0,17
0,0,1,12898,0,1,0,1,21,5,7,5,4,25,21
0,0,1,12242,0,1,0,0,21,3,22,50,4,25,5
2,2,0,3943,1,0,0,0,18,5,10,10,13,0,2
1,1,1,11105,0,0,1,0,24,3,20,20,22,10,25
1,1,1,14388,0,1,0,0,12,5,21,10,9,20,12
0,0,2,13014,0,1,0,0,18,5,19,30,12,35,17
0,0,1,15411,0,0,1,0,6,3,10,20,18,50,8
0,0,1,16289,0,1,0,0,9,3,19,45,18,50,23
0,0,1,6442,1,0,0,0,15,5,6,50,16,10,9
1,1,1,10844,0,1,0,1,18,5,8,25,16,20,7
3,3,0,5678,0,1,0,0,18,5,10,20,11,50,1
2,2,0,6906,1,0,0,0,12,4,23,30,2,20,2
4,4,0,3543,0,0,1,1,21,5,9,45,12,0,2
0,0,1,14714,0,1,0,0,6,6,9,0,19,0,10
2,2,0,11793,0,0,1,0,3,3,16,0,18,35,2
0,0,1,14323,0,0,1,0,15,5,11,30,19,15,7
2,2,0,3971,0,0,1,0,9,4,21,10,0,5,2
1,1,1,8452,0,0,1,0,6,5,20,20,22,40,26
2,2,0,5403,0,0,1,0,12,4,7,0,9,40,2
0,0,1,13727,0,0,1,0,9,5,10,0,21,0,11
1,1,2,12639,0,0,0,0,1,4,10,0,5,25,19
2,2,0,5198,0,1,0,1,18,4,15,15,18,10,2
2,2,0,4878,0,0,1,0,1,6,19,30,22,15,2
0,0,1,12373,0,1,0,1,18,5,19,45,19,0,23
0,0,1,8552,0,0,1,1,3,3,7,10,16,10,9
0,0,0,6741,0,0,1,0,21,4,14,40,17,50,3
0,0,1,6481,0,0,1,0,9,4,12,50,19,15,6
0,0,1,7354,0,0,1,0,6,6,10,35,19,15,8
2,2,0,5228,0,0,0,0,21,4,21,5,23,55,2
1,1,1,10844,0,1,0,1,12,5,8,25,20,45,12
0,0,1,6347,1,0,0,0,18,5,6,50,12,10,5
