,Source,Destination,Total_Stops,airline_IndiGo,airline_Jet Airways,airline_other,info_No info,day,month,year,dep_hour,dep_minute,arrival_hour,arrival_minute,duration_hours
98,1,1,3.0,0,1,0,1,18,06,2019,07,05,08,30,1
99,4,4,2.0,0,1,0,1,12,06,2019,20,00,12,35,16
100,3,3,1.0,0,1,0,1,15,05,2019,08,25,20,45,12
101,3,3,1.0,0,1,0,1,9,06,2019,20,00,08,15,12
102,4,4,1.0,0,1,0,0,24,06,2019,20,55,04,25,7
103,3,3,1.0,0,0,0,1,12,05,2019,14,35,14,35,24
104,2,2,3.0,0,0,0,1,1,05,2019,06,10,08,55,2
105,4,4,2.0,0,1,0,0,18,05,2019,19,30,04,25,8
106,4,4,1.0,0,0,1,1,27,03,2019,11,40,18,50,7
107,4,4,1.0,0,0,1,1,27,03,2019,04,45,19,15,14
108,4,4,2.0,0,0,0,1,9,05,2019,12,55,19,15,30
109,4,4,2.0,0,1,0,1,24,05,2019,23,05,19,00,19
110,2,2,1.0,0,1,0,1,18,03,2019,14,05,05,05,15
111,2,2,3.0,1,0,0,1,12,04,2019,18,55,21,50,2
112,3,3,1.0,0,0,1,1,12,05,2019,20,20,09,05,12
113,4,4,1.0,0,1,0,1,6,03,2019,18,15,04,25,10
114,4,4,1.0,0,0,1,1,27,06,2019,07,00,12,55,5
115,4,4,1.0,0,0,1,1,18,05,2019,07,05,22,30,15
116,4,4,1.0,0,0,0,1,6,03,2019,17,20,09,25,16
117,4,4,1.0,0,0,1,1,3,03,2019,15,25,01,35,10
118,2,2,3.0,0,0,1,1,12,06,2019,07,00,09,40,2
119,4,4,1.0,0,1,0,1,9,05,2019,07,05,19,00,11
120,2,2,3.0,0,0,1,1,9,04,2019,05,55,08,35,2
121,1,1,3.0,0,0,0,1,3,05,2019,15,00,16,25,1
122,3,3,1.0,0,1,0,0,6,05,2019,20,00,10,05,14
123,4,4,1.0,0,0,0,1,1,03,2019,23,00,19,15,20
124,0,0,3.0,1,0,0,1,12,05,2019,05,15,07,40,2
125,3,3,2.0,0,0,0,1,21,05,2019,12,00,11,10,23
126,3,3,1.0,0,1,0,1,12,06,2019,14,05,08,15,18
127,3,3,1.0,0,1,0,1,6,05,2019,20,00,12,00,16
128,2,2,3.0,1,0,0,1,24,06,2019,04,00,06,50,2
129,0,0,3.0,1,0,0,1,3,06,2019,14,45,17,05,2
130,2,2,1.0,0,0,0,1,21,03,2019,11,50,19,50,8
131,4,4,1.0,0,1,0,0,15,06,2019,11,30,04,25,16
132,4,4,3.0,0,0,1,1,12,05,2019,14,40,17,50,3
133,3,3,3.0,1,0,0,1,15,06,2019,20,25,23,10,2
134,4,4,1.0,0,0,1,1,21,05,2019,11,30,01,30,14
135,4,4,2.0,0,1,0,1,18,05,2019,19,10,19,00,23
136,4,4,2.0,0,1,0,1,6,06,2019,06,45,04,25,21
137,4,4,2.0,0,0,0,1,27,06,2019,22,00,19,15,21
138,2,2,3.0,0,1,0,0,24,05,2019,06,00,08,45,2
139,4,4,1.0,0,1,0,1,3,03,2019,08,00,18,50,10
140,4,4,1.0,0,0,1,1,9,04,2019,17,30,01,30,8
141,3,3,1.0,0,0,1,1,6,06,2019,23,30,07,45,8
142,4,4,1.0,1,0,0,1,15,06,2019,02,00,07,25,5
143,4,4,1.0,1,0,0,1,9,06,2019,07,35,16,10,8
144,4,4,1.0,0,0,1,1,21,05,2019,13,05,00,55,11
145,3,3,1.0,0,1,0,0,21,05,2019,20,00,23,35,27
146,4,4,2.0,0,1,0,0,3,06,2019,20,00,04,25,8
147,4,4,1.0,0,0,0,1,3,04,2019,12,30,09,25,20
148,4,4,1.0,1,0,0,1,24,06,2019,15,10,20,00,4
149,4,4,1.0,0,0,1,1,9,06,2019,12,50,21,00,8
150,3,3,3.0,0,0,1,1,3,04,2019,22,20,00,40,2
151,4,4,2.0,0,1,0,0,21,03,2019,18,25,18,50,24
152,2,2,3.0,0,0,1,1,27,06,2019,11,40,14,30,2
153,3,3,1.0,0,1,0,1,12,05,2019,08,25,20,45,12
154,3,3,1.0,0,1,0,0,24,05,2019,20,00,08,15,12
155,3,3,2.0,0,0,0,1,9,05,2019,08,20,07,55,23
156,4,4,2.0,0,1,0,1,27,06,2019,20,00,12,35,16
157,2,2,3.0,1,0,0,1,03,03,2019,18,55,21,45,2
158,3,3,1.0,0,1,0,0,12,05,2019,16,30,18,15,25
159,4,4,1.0,0,1,0,1,6,03,2019,02,15,04,25,26
160,3,3,1.0,0,1,0,0,1,05,2019,09,35,14,25,28
161,2,2,3.0,1,0,0,1,24,03,2019,00,40,03,25,2
162,3,3,1.0,0,0,0,1,9,06,2019,12,00,13,15,25
163,4,4,1.0,1,0,0,1,9,05,2019,06,50,16,10,9
164,4,4,1.0,0,0,1,1,12,06,2019,08,45,13,15,4
165,4,4,1.0,0,1,0,0,27,05,2019,13,00,04,25,15
166,1,1,3.0,0,0,0,1,3,03,2019,13,55,15,25,1
167,2,2,3.0,0,0,1,1,21,05,2019,05,55,08,35,2
168,4,4,1.0,0,1,0,0,27,03,2019,19,15,04,25,9
169,2,2,3.0,1,0,0,1,27,05,2019,01,30,04,15,2
170,4,4,1.0,0,1,0,0,3,04,2019,14,00,12,35,22
171,4,4,3.0,0,0,0,1,18,04,2019,18,05,21,10,3
172,3,3,1.0,0,1,0,1,9,06,2019,09,35,21,05,11
173,4,4,1.0,0,0,1,1,27,06,2019,11,30,21,00,9
174,3,3,1.0,0,1,0,0,6,05,2019,21,10,09,20,12
175,3,3,1.0,0,1,0,1,12,06,2019,16,30,10,05,17
176,4,4,1.0,1,0,0,1,3,04,2019,20,25,01,30,5
177,3,3,1.0,0,0,1,1,21,05,2019,17,00,18,50,25
178,3,3,1.0,0,1,0,0,6,05,2019,14,05,10,05,20
179,4,4,1.0,0,0,1,1,21,05,2019,08,00,21,00,13
180,4,4,1.0,0,1,0,0,1,06,2019,10,00,04,25,18
181,1,1,3.0,0,1,0,1,27,03,2019,19,35,21,05,1
182,4,4,1.0,0,0,1,1,15,05,2019,16,00,01,30,9
183,3,3,1.0,0,1,0,0,6,05,2019,20,00,12,00,16
184,0,0,3.0,1,0,0,1,12,05,2019,14,45,17,05,2
185,4,4,1.0,0,0,1,1,24,06,2019,08,45,13,15,4
186,4,4,1.0,1,0,0,1,27,06,2019,21,50,03,35,5
187,3,3,1.0,0,1,0,0,6,06,2019,09,35,09,45,24
188,3,3,3.0,1,0,0,1,3,06,2019,15,30,18,05,2
189,2,2,3.0,0,0,1,1,12,06,2019,11,10,13,55,2
190,2,2,1.0,1,0,0,1,03,03,2019,12,10,17,05,4
191,4,4,1.0,0,0,0,1,27,03,2019,05,15,06,50,25
192,4,4,1.0,1,0,0,1,24,06,2019,16,10,22,30,6
193,2,2,3.0,0,1,0,1,27,06,2019,18,55,22,00,3
194,2,2,1.0,0,1,0,0,12,03,2019,20,35,15,15,18
195,0,0,3.0,0,0,1,0,27,06,2019,09,45,12,00,2
196,3,3,1.0,0,1,0,1,12,06,2019,16,30,04,40,12
197,4,4,1.0,0,1,0,0,24,06,2019,09,00,04,25,19
198,2,2,3.0,0,0,0,1,18,03,2019,13,20,16,10,2
199,4,4,1.0,0,0,1,1,27,03,2019,07,05,15,30,8
200,3,3,1.0,0,0,1,1,24,03,2019,22,25,07,40,9
201,2,2,3.0,0,0,0,1,3,06,2019,21,05,23,55,2
202,4,4,3.0,1,0,0,1,24,04,2019,05,35,08,50,3
203,4,4,3.0,0,0,0,1,18,05,2019,05,10,08,00,2
204,4,4,1.0,0,0,1,1,3,06,2019,06,40,19,00,12
205,2,2,3.0,0,1,0,1,18,04,2019,15,15,18,10,2
206,4,4,1.0,1,0,0,1,27,03,2019,16,00,01,35,9
207,2,2,3.0,0,0,1,1,27,06,2019,17,00,19,35,2
208,3,3,1.0,0,1,0,0,21,05,2019,14,05,23,35,9
209,4,4,2.0,0,1,0,1,18,05,2019,23,05,04,25,29
210,2,2,3.0,1,0,0,1,12,05,2019,00,30,03,25,2
211,4,4,1.0,0,0,1,1,6,06,2019,06,05,11,20,5
212,4,4,1.0,0,0,1,1,6,06,2019,07,05,16,10,9
213,4,4,1.0,0,0,1,1,3,06,2019,08,30,19,15,10
214,4,4,1.0,1,0,0,1,1,06,2019,05,10,10,05,4
215,1,1,3.0,0,1,0,0,24,06,2019,08,45,10,15,1
216,3,3,1.0,0,0,1,1,9,06,2019,07,10,18,50,11
217,2,2,3.0,1,0,0,1,1,06,2019,01,30,04,15,2
218,2,2,3.0,0,1,0,1,12,05,2019,15,15,18,10,2
219,4,4,1.0,0,0,1,1,9,06,2019,09,00,19,00,10
220,2,2,3.0,0,0,0,1,12,04,2019,10,00,12,45,2
221,4,4,1.0,0,0,0,1,12,06,2019,09,00,19,15,10
222,1,1,3.0,0,1,0,0,18,03,2019,07,10,08,35,1
223,4,4,1.0,0,0,1,1,9,05,2019,10,00,19,15,9
224,4,4,2.0,0,1,0,1,9,06,2019,05,30,04,25,22
225,4,4,2.0,0,0,0,1,6,06,2019,14,25,19,15,28
226,4,4,2.0,0,1,0,1,3,03,2019,05,25,18,50,37
227,2,2,3.0,1,0,0,1,27,04,2019,23,30,02,20,2
228,1,1,3.0,0,0,1,0,21,05,2019,05,45,07,15,1
229,1,1,3.0,0,1,0,0,27,05,2019,10,20,11,50,1
230,3,3,1.0,0,0,0,1,24,03,2019,16,50,18,30,25
231,3,3,3.0,0,0,0,1,12,04,2019,20,45,23,20,2
232,4,4,1.0,0,0,0,1,18,05,2019,13,00,19,15,6
233,4,4,1.0,0,1,0,0,9,03,2019,02,15,19,45,17
234,4,4,1.0,1,0,0,1,1,05,2019,21,50,03,35,5
235,3,3,3.0,0,0,1,1,1,05,2019,10,20,12,55,2
236,4,4,1.0,0,1,0,1,6,03,2019,18,15,19,45,25
237,4,4,1.0,0,0,1,1,18,05,2019,07,05,21,00,13
238,2,2,3.0,1,0,0,1,15,03,2019,18,25,21,20,2
239,4,4,1.0,0,0,1,1,24,06,2019,08,45,19,00,10
240,2,2,1.0,0,1,0,1,18,03,2019,11,40,20,20,8
241,3,3,1.0,0,1,0,0,6,06,2019,06,30,12,00,5
242,4,4,1.0,0,0,1,1,9,06,2019,09,00,21,00,12
243,0,0,3.0,0,0,1,0,12,06,2019,09,45,12,00,2
244,0,0,3.0,0,0,1,1,18,03,2019,07,05,09,20,2
245,2,2,3.0,1,0,0,1,24,04,2019,23,30,02,20,2
246,4,4,1.0,0,1,0,0,9,06,2019,19,15,04,25,9
247,4,4,1.0,1,0,0,1,15,05,2019,10,35,21,00,10
248,0,0,3.0,0,0,1,1,27,06,2019,17,45,20,05,2
249,4,4,1.0,0,0,1,1,6,06,2019,08,45,13,15,4
250,4,4,3.0,0,0,1,1,3,03,2019,06,00,09,10,3
251,4,4,2.0,0,0,0,1,1,06,2019,19,45,19,15,23
252,3,3,1.0,0,1,0,0,24,05,2019,16,30,19,50,27
253,4,4,1.0,0,0,1,1,27,03,2019,09,45,22,20,12
254,4,4,1.0,0,0,0,1,21,03,2019,19,00,19,15,24
255,1,1,3.0,0,0,1,1,21,03,2019,13,10,14,30,1
256,2,2,3.0,0,0,0,1,9,05,2019,10,00,12,45,2
257,2,2,3.0,0,1,0,0,21,06,2019,07,10,10,10,3
258,4,4,1.0,0,1,0,1,6,06,2019,08,00,19,00,11
259,4,4,2.0,0,1,0,1,3,06,2019,05,30,19,00,13
260,2,2,3.0,1,0,0,1,3,06,2019,22,10,01,00,2
261,2,2,3.0,0,0,1,1,03,03,2019,20,55,23,50,2
262,3,3,3.0,1,0,0,1,18,03,2019,09,35,12,20,2
263,4,4,1.0,1,0,0,1,9,03,2019,04,55,16,10,11
264,3,3,2.0,0,0,0,1,21,05,2019,05,50,20,25,14
265,4,4,1.0,0,0,1,1,21,03,2019,11,40,01,35,13
266,4,4,1.0,1,0,0,1,24,06,2019,11,25,01,30,14
267,3,3,1.0,0,0,0,1,12,06,2019,16,50,07,55,15
268,0,0,3.0,0,0,0,1,1,03,2019,11,40,13,55,2
269,2,2,1.0,0,1,0,0,06,03,2019,14,05,05,05,15
270,3,3,1.0,0,1,0,1,1,05,2019,21,10,10,05,12
271,4,4,1.0,0,0,1,1,12,06,2019,07,10,16,10,9
272,4,4,1.0,0,0,0,1,1,06,2019,07,00,19,15,12
273,4,4,2.0,0,0,1,1,6,06,2019,17,50,01,30,7
274,4,4,1.0,0,0,0,1,9,04,2019,06,05,09,25,27
275,1,1,3.0,1,0,0,1,15,03,2019,21,20,22,45,1
276,1,1,3.0,0,0,0,1,27,03,2019,06,20,07,40,1
277,3,3,1.0,0,0,1,1,12,06,2019,15,55,21,25,5
278,4,4,1.0,0,0,0,1,9,03,2019,20,30,08,15,11
279,4,4,3.0,1,0,0,1,24,06,2019,05,35,08,50,3
280,3,3,1.0,0,1,0,0,12,06,2019,18,55,19,50,24
281,4,4,1.0,0,0,0,1,3,03,2019,06,05,09,25,27
282,2,2,3.0,0,1,0,0,24,05,2019,11,10,14,05,2
283,3,3,1.0,0,1,0,0,6,06,2019,18,55,12,00,17
284,3,3,3.0,1,0,0,1,6,05,2019,21,25,00,05,2
285,4,4,1.0,0,0,1,0,27,05,2019,17,30,01,30,8
286,2,2,3.0,1,0,0,1,12,05,2019,16,55,19,55,3
287,4,4,1.0,0,1,0,0,24,06,2019,09,00,12,35,27
288,4,4,1.0,0,1,0,0,27,05,2019,20,55,04,25,7
289,2,2,2.0,0,0,0,1,12,03,2019,17,25,16,20,22
290,4,4,1.0,1,0,0,1,3,03,2019,04,45,13,20,8
291,4,4,2.0,0,0,0,1,21,03,2019,13,20,19,15,29
292,3,3,1.0,0,1,0,0,6,06,2019,20,00,18,15,22
293,1,1,3.0,0,0,1,1,6,03,2019,05,45,07,05,1
294,3,3,3.0,1,0,0,1,18,05,2019,21,25,00,05,2
295,2,2,3.0,0,1,0,1,6,05,2019,08,20,11,20,3
296,2,2,1.0,0,1,0,0,21,03,2019,07,00,19,10,12
297,0,0,3.0,0,0,1,1,18,03,2019,09,30,12,05,2
298,4,4,1.0,0,0,1,1,6,06,2019,07,30,19,15,11
299,2,2,3.0,0,0,1,1,9,05,2019,17,00,19,35,2
300,1,1,3.0,1,0,0,1,3,05,2019,02,35,04,05,1
301,2,2,3.0,0,0,1,1,27,06,2019,07,00,09,40,2
302,3,3,3.0,0,0,1,1,12,05,2019,10,20,12,55,2
303,4,4,2.0,0,1,0,0,6,06,2019,05,30,04,25,22
304,4,4,2.0,1,0,0,1,9,03,2019,06,40,21,20,14
305,4,4,1.0,0,1,0,1,27,03,2019,13,00,04,25,15
306,2,2,1.0,0,1,0,0,15,03,2019,08,00,15,15,7
307,4,4,2.0,0,0,0,1,6,06,2019,13,15,09,25,20
308,4,4,2.0,0,0,0,1,6,06,2019,10,55,07,40,20
309,3,3,3.0,0,0,1,1,24,04,2019,17,10,19,40,2
310,3,3,1.0,0,1,0,0,21,05,2019,20,00,19,50,23
311,4,4,1.0,0,1,0,1,3,06,2019,16,00,19,00,27
312,3,3,1.0,0,1,0,0,12,06,2019,06,30,12,00,5
313,4,4,1.0,1,0,0,1,3,03,2019,09,10,21,00,11
314,0,0,3.0,1,0,0,1,6,03,2019,13,20,15,35,2
315,4,4,2.0,0,0,0,1,6,06,2019,18,45,19,15,24
316,0,0,3.0,0,0,1,0,21,05,2019,17,45,20,05,2
317,4,4,1.0,0,0,1,1,27,06,2019,19,00,01,30,6
318,4,4,1.0,0,1,0,0,1,06,2019,08,00,04,25,20
319,3,3,3.0,1,0,0,1,15,03,2019,15,20,17,55,2
320,2,2,3.0,0,1,0,1,27,06,2019,15,15,18,10,2
321,4,4,1.0,0,1,0,0,9,06,2019,22,50,04,25,5
322,3,3,3.0,0,0,1,0,15,06,2019,14,55,17,25,2
323,2,2,1.0,0,1,0,1,12,03,2019,09,45,00,30,14
324,3,3,1.0,0,1,0,1,1,05,2019,08,25,20,45,12
325,4,4,1.0,0,1,0,1,27,05,2019,17,30,19,00,25
326,4,4,1.0,0,1,0,0,27,05,2019,22,50,04,25,5
327,4,4,1.0,0,0,1,1,6,03,2019,07,30,19,15,11
328,2,2,3.0,1,0,0,1,24,03,2019,18,25,21,20,2
329,3,3,1.0,0,0,1,1,24,03,2019,15,05,20,45,5
330,3,3,1.0,0,0,0,1,9,06,2019,09,10,13,15,4
331,4,4,1.0,1,0,0,1,21,03,2019,14,20,22,20,8
332,2,2,3.0,0,0,1,1,9,04,2019,20,55,23,40,2
333,3,3,3.0,1,0,0,1,12,03,2019,20,25,23,05,2
334,2,2,3.0,0,0,1,1,24,05,2019,21,10,00,05,2
335,3,3,1.0,0,0,1,1,6,05,2019,07,35,23,30,15
336,4,4,2.0,0,1,0,1,9,04,2019,13,25,12,35,23
337,4,4,2.0,0,1,0,1,3,06,2019,11,40,19,00,7
338,4,4,3.0,0,0,0,1,18,06,2019,05,10,08,00,2
339,4,4,1.0,0,1,0,1,27,05,2019,11,30,19,00,7
340,2,2,3.0,0,1,0,0,15,06,2019,19,50,22,50,3
341,4,4,1.0,0,0,1,1,27,05,2019,17,45,01,30,7
342,3,3,1.0,0,1,0,1,9,05,2019,09,35,10,55,25
343,4,4,2.0,0,0,1,1,24,06,2019,15,05,01,30,10
344,4,4,2.0,0,0,0,1,9,04,2019,12,55,19,15,30
345,3,3,3.0,1,0,0,1,6,06,2019,22,15,00,50,2
346,4,4,1.0,0,1,0,1,27,05,2019,10,00,19,00,9
347,4,4,2.0,0,1,0,0,12,06,2019,21,25,12,35,15
348,3,3,2.0,0,0,0,1,9,06,2019,09,25,13,45,28
349,2,2,3.0,0,1,0,1,24,04,2019,17,45,20,45,3
350,2,2,3.0,0,1,0,0,27,04,2019,06,00,08,45,2
351,4,4,1.0,1,0,0,1,15,05,2019,05,10,10,05,4
352,3,3,3.0,1,0,0,1,15,06,2019,21,25,00,05,2
353,2,2,1.0,0,0,0,1,01,03,2019,11,05,09,15,22
354,4,4,1.0,0,1,0,0,27,03,2019,18,15,04,25,10
355,2,2,3.0,1,0,0,1,1,06,2019,23,30,02,20,2
356,2,2,1.0,1,0,0,1,18,03,2019,16,15,20,35,4
357,4,4,1.0,0,0,1,1,21,03,2019,20,10,07,10,11
358,2,2,3.0,0,1,0,0,21,06,2019,17,45,20,45,3
359,4,4,1.0,0,1,0,0,24,06,2019,14,00,12,35,22
360,2,2,3.0,0,1,0,1,9,06,2019,18,55,22,00,3
361,3,3,3.0,0,0,1,0,24,03,2019,06,55,09,35,2
362,2,2,3.0,0,0,1,1,27,06,2019,11,30,14,20,2
363,2,2,1.0,0,0,0,1,06,03,2019,11,50,08,55,21
364,3,3,1.0,0,1,0,1,24,03,2019,16,55,04,45,11
365,4,4,1.0,0,0,0,1,15,05,2019,05,15,06,50,25
366,4,4,1.0,0,0,1,1,12,06,2019,07,05,22,30,15
367,0,0,3.0,1,0,0,1,3,03,2019,14,40,17,05,2
368,3,3,1.0,0,0,1,1,9,04,2019,06,50,10,30,3
369,2,2,3.0,1,0,0,1,09,03,2019,18,25,21,20,2
370,4,4,3.0,0,0,1,1,15,04,2019,06,00,09,10,3
371,3,3,1.0,0,0,1,1,24,05,2019,07,35,19,25,11
372,2,2,3.0,1,0,0,1,9,04,2019,20,00,22,50,2
373,2,2,3.0,0,0,1,0,3,04,2019,09,30,12,20,2
374,1,1,3.0,1,0,0,1,3,06,2019,19,05,20,35,1
375,4,4,1.0,0,0,1,1,9,05,2019,07,30,19,00,11
376,4,4,1.0,0,0,1,1,27,03,2019,10,00,18,50,8
377,3,3,1.0,0,1,0,0,12,06,2019,08,25,04,40,20
378,3,3,2.0,0,0,0,1,24,03,2019,09,25,05,35,20
379,2,2,1.0,0,1,0,0,18,03,2019,16,55,09,00,16
380,4,4,1.0,0,0,1,1,6,03,2019,13,00,01,35,12
381,4,4,2.0,0,1,0,1,9,05,2019,19,30,12,35,17
382,2,2,3.0,1,0,0,1,9,04,2019,16,55,19,55,3
383,3,3,1.0,0,0,1,1,1,05,2019,07,10,22,40,15
384,4,4,1.0,0,0,1,1,6,06,2019,07,30,19,00,11
385,0,0,3.0,0,0,1,1,27,03,2019,17,45,20,05,2
386,4,4,1.0,0,1,0,0,1,06,2019,19,15,19,00,23
387,1,1,3.0,0,0,1,0,18,06,2019,13,15,14,45,1
388,3,3,3.0,1,0,0,1,18,05,2019,22,15,00,50,2
389,4,4,1.0,0,1,0,1,27,05,2019,18,15,19,00,24
390,4,4,2.0,0,1,0,1,1,06,2019,21,25,19,00,21
391,4,4,1.0,0,0,1,1,9,05,2019,07,55,13,25,5
392,4,4,1.0,0,0,0,1,15,05,2019,07,00,19,15,12
393,4,4,1.0,1,0,0,1,3,03,2019,17,30,01,35,8
394,4,4,1.0,0,1,0,0,21,05,2019,14,00,19,00,5
