Source,Destination,Total_Stops,Price,Airline_IndiGo,Airline_Jet Airways,Airline_other,Additional_Info_Some info,Date_of_Journey_day,Date_of_Journey_month,Dep_Time_hour,Dep_Time_minute,Arrival_Time_hour,Arrival_Time_minute,Duration_in_hours
2,2,0,0.028088948336398595,1,0,0,0,0.6538461538461539,1.0,0.9130434782608695,0.2727272727272727,0.0,0.2727272727272727,0.06896551724137931
2,2,0,0.035034017980013626,0,0,1,0,0.07692307692307693,0.33333333333333326,1.0,1.0,0.08695652173913043,0.8181818181818181,0.034482758620689655
1,1,1,0.16040538628734582,0,1,0,0,0.8846153846153847,0.0,0.8260869565217391,0.8181818181818181,0.5217391304347826,0.0,0.5172413793103449
2,2,2,0.2004552878988592,0,0,0,0,0.0,0.0,0.34782608695652173,0.9090909090909091,1.0,1.0,0.4827586206896552
4,4,0,0.07273031265674636,0,0,1,0,0.19230769230769232,0.0,0.30434782608695654,0.09090909090909091,0.3913043478260869,0.36363636363636365,0.034482758620689655
0,0,1,0.08120586986997286,0,0,1,0,0.19230769230769232,0.6666666666666665,0.8260869565217391,0.0,0.043478260869565216,0.5454545454545454,0.1724137931034483
3,3,1,0.1367921494990547,0,0,1,0,0.19230769230769232,0.0,0.6521739130434783,0.7272727272727273,0.6956521739130435,0.8181818181818181,0.8275862068965517
1,1,1,0.08497421321363806,0,0,0,0,0.19230769230769232,1.0,0.3913043478260869,0.45454545454545453,0.9130434782608695,0.9090909090909091,0.3793103448275862
0,0,1,0.04318804419122092,0,0,0,0,0.07692307692307693,0.33333333333333326,0.2608695652173913,0.09090909090909091,0.3913043478260869,0.45454545454545453,0.896551724137931
0,0,1,0.13845124946947385,0,0,1,0,0.07692307692307693,1.0,0.34782608695652173,0.8181818181818181,0.8260869565217391,0.0,0.3103448275862069
0,0,1,0.06986225611873496,1,0,0,0,0.5384615384615385,0.6666666666666665,0.6521739130434783,0.0,0.043478260869565216,0.5454545454545454,0.3103448275862069
4,4,0,0.024796470875721833,0,0,1,0,0.8846153846153847,0.6666666666666665,0.30434782608695654,0.09090909090909091,0.3913043478260869,0.36363636363636365,0.034482758620689655
0,0,1,0.05318122773397811,1,0,0,0,0.8846153846153847,1.0,0.43478260869565216,0.6363636363636364,0.9130434782608695,0.0,0.3103448275862069
2,2,0,0.046866358854320736,0,0,1,0,0.8846153846153847,0.33333333333333326,0.3913043478260869,0.8181818181818181,0.5217391304347826,0.6363636363636364,0.034482758620689655
3,3,0,0.023999073990714184,0,0,0,0,0.19230769230769232,0.6666666666666665,0.5652173913043478,1.0,0.6521739130434783,0.45454545454545453,0.0
0,0,2,0.1170630072151557,0,0,0,0,0.7692307692307693,0.6666666666666665,0.21739130434782608,1.0,0.8260869565217391,0.2727272727272727,0.41379310344827586
4,4,0,0.05836430748652785,1,0,0,0,0.42307692307692313,0.0,0.5652173913043478,0.36363636363636365,0.6521739130434783,0.6363636363636364,0.034482758620689655
3,3,0,0.05040319987653209,0,1,0,0,0.0,1.0,0.30434782608695654,0.09090909090909091,0.34782608695652173,0.5454545454545454,0.0
2,2,1,0.09485164559566833,0,1,0,1,0.3076923076923077,0.0,0.21739130434782608,0.8181818181818181,0.34782608695652173,0.2727272727272727,0.8620689655172414
0,0,1,0.11616272040950187,0,0,1,1,0.8846153846153847,1.0,0.4782608695652174,0.7272727272727273,0.8260869565217391,0.0,0.2068965517241379
0,0,2,0.1422453152933006,0,1,0,0,0.8846153846153847,1.0,1.0,0.09090909090909091,0.5217391304347826,0.6363636363636364,0.41379310344827586
0,0,1,0.06602960657466593,1,0,0,0,0.7692307692307693,0.0,0.21739130434782608,0.09090909090909091,0.43478260869565216,0.09090909090909091,0.13793103448275862
2,2,0,0.07049245688269262,0,0,1,0,0.3076923076923077,0.0,0.3913043478260869,0.9090909090909091,0.5217391304347826,0.6363636363636364,0.034482758620689655
2,2,0,0.027510192532764006,0,0,1,0,0.07692307692307693,0.33333333333333326,0.4782608695652174,0.7272727272727273,0.6086956521739131,0.5454545454545454,0.034482758620689655
3,3,0,0.029452239784960064,1,0,0,0,0.07692307692307693,0.33333333333333326,0.2608695652173913,0.45454545454545453,0.30434782608695654,1.0,0.0
0,0,1,0.10935912440677531,0,1,0,1,0.5384615384615385,1.0,0.7391304347826086,0.5454545454545454,0.5217391304347826,0.6363636363636364,0.6206896551724138
4,4,0,0.02023073064704899,0,0,1,1,0.7692307692307693,0.0,0.34782608695652173,0.36363636363636365,0.43478260869565216,0.6363636363636364,0.034482758620689655
1,1,1,0.11684436613378263,0,1,0,1,0.3076923076923077,1.0,0.9130434782608695,0.18181818181818182,0.5217391304347826,0.0,0.44827586206896547
2,2,0,0.07035098324180418,0,1,0,0,0.8846153846153847,0.0,0.8260869565217391,1.0,0.9565217391304348,0.6363636363636364,0.034482758620689655
1,1,1,0.15667562666392293,0,1,0,0,0.19230769230769232,0.6666666666666665,0.2608695652173913,0.5454545454545454,0.17391304347826086,0.7272727272727273,0.7241379310344828
0,0,1,0.05318122773397811,1,0,0,0,1.0,1.0,0.4782608695652174,0.45454545454545453,0.9130434782608695,0.0,0.27586206896551724
0,0,1,0.10852314380152533,0,0,1,0,0.6538461538461539,0.6666666666666665,0.3913043478260869,0.0,0.8260869565217391,0.0,0.3103448275862069
2,2,1,0.15373040268542693,0,1,0,1,0.19230769230769232,0.0,0.6086956521739131,0.09090909090909091,0.4782608695652174,0.45454545454545453,0.6896551724137931
0,0,1,0.04986302779313982,1,0,0,0,0.8846153846153847,1.0,0.08695652173913043,0.0,0.30434782608695654,0.45454545454545453,0.13793103448275862
0,0,2,0.14475325710905046,0,1,0,0,0.19230769230769232,1.0,0.3913043478260869,0.7272727272727273,0.17391304347826086,0.45454545454545453,0.5862068965517242
1,1,1,0.06822887862847736,0,1,0,1,0.0,0.33333333333333326,0.34782608695652173,0.45454545454545453,0.8695652173913043,0.8181818181818181,0.3793103448275862
1,1,1,0.11503093128239425,0,1,0,1,0.8846153846153847,0.6666666666666665,0.8695652173913043,0.45454545454545453,0.6086956521739131,0.45454545454545453,0.5862068965517242
0,0,1,0.10143660051702184,0,0,1,0,1.0,0.6666666666666665,0.5652173913043478,0.2727272727272727,0.9565217391304348,0.5454545454545454,0.27586206896551724
0,0,1,0.19675125075559785,0,0,1,0,0.19230769230769232,0.0,0.08695652173913043,0.2727272727272727,0.5652173913043478,0.36363636363636365,0.3448275862068965
2,2,1,0.15508083289390762,0,1,0,0,0.42307692307692313,0.0,0.6956521739130435,1.0,0.43478260869565216,0.45454545454545453,0.5517241379310345
0,0,2,0.1541934073283346,0,0,0,0,0.19230769230769232,0.0,0.21739130434782608,1.0,0.8260869565217391,0.2727272727272727,0.41379310344827586
1,1,0,0.04013993029207877,0,0,0,0,0.7692307692307693,0.33333333333333326,0.8695652173913043,0.8181818181818181,1.0,0.36363636363636365,0.034482758620689655
4,4,0,0.02290586858384885,1,0,0,0,0.7692307692307693,1.0,0.21739130434782608,0.2727272727272727,0.30434782608695654,0.7272727272727273,0.034482758620689655
2,2,0,0.019266137640991342,0,0,1,1,0.5384615384615385,0.6666666666666665,0.21739130434782608,1.0,0.34782608695652173,0.6363636363636364,0.034482758620689655
2,2,0,0.06069219194114697,0,1,0,1,0.07692307692307693,1.0,0.8260869565217391,0.9090909090909091,0.9565217391304348,0.9090909090909091,0.06896551724137931
3,3,0,0.0807814489473075,0,1,0,0,0.6538461538461539,1.0,0.30434782608695654,0.09090909090909091,0.34782608695652173,0.5454545454545454,0.0
0,0,2,0.16129281185291885,0,1,0,0,0.42307692307692313,1.0,0.8695652173913043,0.0,0.5217391304347826,0.6363636363636364,0.5172413793103449
1,1,1,0.16747906833176854,0,1,0,0,0.5384615384615385,0.6666666666666665,0.34782608695652173,0.45454545454545453,0.8695652173913043,0.8181818181818181,0.3793103448275862
1,1,1,0.16951114426452998,0,1,0,0,0.3076923076923077,1.0,0.8695652173913043,0.0,0.34782608695652173,0.2727272727272727,0.3793103448275862
0,0,1,0.10935912440677531,0,1,0,1,0.8846153846153847,1.0,0.8695652173913043,1.0,0.17391304347826086,0.45454545454545453,0.2068965517241379
1,1,1,0.061335253945185395,0,0,0,0,0.42307692307692313,0.6666666666666665,0.6086956521739131,0.6363636363636364,0.6086956521739131,0.6363636363636364,0.7931034482758621
2,2,0,0.056100729232312574,0,0,0,0,0.0,0.6666666666666665,0.2608695652173913,0.18181818181818182,0.34782608695652173,1.0,0.034482758620689655
0,0,2,0.14494617571026197,0,1,0,1,0.6538461538461539,0.6666666666666665,0.8260869565217391,0.5454545454545454,0.17391304347826086,0.45454545454545453,0.24137931034482757
0,0,1,0.1242653016603861,0,0,1,0,1.0,0.0,0.4782608695652174,0.7272727272727273,0.7826086956521738,0.9090909090909091,0.2068965517241379
0,0,1,0.07478811106966933,0,0,1,0,1.0,0.0,0.17391304347826086,0.8181818181818181,0.8260869565217391,0.2727272727272727,0.44827586206896547
0,0,2,0.1265160186745206,0,0,0,0,0.3076923076923077,0.6666666666666665,0.5217391304347826,1.0,0.8260869565217391,0.2727272727272727,1.0
0,0,2,0.171954779879876,0,1,0,0,0.8846153846153847,0.6666666666666665,1.0,0.09090909090909091,0.8260869565217391,0.0,0.6206896551724138
2,2,1,0.15171118799274624,0,1,0,0,0.6538461538461539,0.0,0.6086956521739131,0.09090909090909091,0.21739130434782608,0.09090909090909091,0.4827586206896552
2,2,0,0.05171504636477049,1,0,0,0,0.42307692307692313,0.33333333333333326,0.7826086956521738,1.0,0.9130434782608695,0.9090909090909091,0.034482758620689655
1,1,1,0.09823415173691047,0,0,1,0,0.42307692307692313,0.6666666666666665,0.8695652173913043,0.36363636363636365,0.3913043478260869,0.09090909090909091,0.3793103448275862
0,0,1,0.19632682983293248,0,1,0,0,0.19230769230769232,0.0,0.7826086956521738,0.2727272727272727,0.17391304347826086,0.45454545454545453,0.3103448275862069
0,0,1,0.045297287564466965,0,0,1,0,1.0,1.0,0.30434782608695654,0.0,0.5217391304347826,1.0,0.13793103448275862
0,0,1,0.1104651910537214,0,0,1,0,0.6538461538461539,0.6666666666666665,0.30434782608695654,0.09090909090909091,0.9565217391304348,0.5454545454545454,0.4827586206896552
0,0,1,0.14041901920183145,0,0,0,0,0.19230769230769232,0.0,0.7391304347826086,0.36363636363636365,0.3913043478260869,0.45454545454545453,0.5172413793103449
0,0,1,0.17218628220132984,0,0,1,0,0.07692307692307693,0.0,0.6521739130434783,0.45454545454545453,0.043478260869565216,0.6363636363636364,0.3103448275862069
2,2,0,0.03741334739495582,0,0,1,0,0.42307692307692313,1.0,0.30434782608695654,0.0,0.3913043478260869,0.7272727272727273,0.034482758620689655
0,0,1,0.17742080691420267,0,1,0,0,0.3076923076923077,0.6666666666666665,0.30434782608695654,0.09090909090909091,0.8260869565217391,0.0,0.3448275862068965
2,2,0,0.02844906305866011,0,0,1,0,0.3076923076923077,0.33333333333333326,0.21739130434782608,1.0,0.34782608695652173,0.6363636363636364,0.034482758620689655
3,3,0,0.017246922948310674,0,0,0,0,0.07692307692307693,0.6666666666666665,0.6521739130434783,0.0,0.6956521739130435,0.45454545454545453,0.0
1,1,1,0.10165524159839491,0,1,0,1,0.19230769230769232,0.6666666666666665,0.8695652173913043,0.0,0.43478260869565216,0.09090909090909091,0.44827586206896547
0,0,1,0.3301608941134104,0,0,0,0,0.0,0.0,1.0,0.0,0.8260869565217391,0.2727272727272727,0.6551724137931035
4,4,0,0.02290586858384885,1,0,0,0,0.42307692307692313,0.6666666666666665,0.21739130434782608,0.2727272727272727,0.30434782608695654,0.7272727272727273,0.034482758620689655
1,1,2,0.11468367780021349,0,0,0,0,0.7692307692307693,0.6666666666666665,0.5217391304347826,0.0,0.4782608695652174,0.18181818181818182,0.7586206896551725
1,1,1,0.1451390943114735,0,1,0,0,0.42307692307692313,1.0,0.6086956521739131,0.09090909090909091,0.34782608695652173,0.2727272727272727,0.5862068965517242
1,1,1,0.16242460098002648,0,1,0,0,0.19230769230769232,0.6666666666666665,0.8695652173913043,0.0,0.5217391304347826,0.0,0.5172413793103449
2,2,0,0.028088948336398595,1,0,0,0,0.8846153846153847,1.0,0.17391304347826086,0.0,0.2608695652173913,0.9090909090909091,0.034482758620689655
4,4,0,0.02363895926845266,1,0,0,0,0.07692307692307693,1.0,0.6086956521739131,0.8181818181818181,0.7391304347826086,0.09090909090909091,0.034482758620689655
2,2,1,0.053669954857047314,0,0,0,0,0.7692307692307693,0.0,0.4782608695652174,0.9090909090909091,0.8260869565217391,0.9090909090909091,0.24137931034482757
0,0,1,0.10935912440677531,0,1,0,1,0.5384615384615385,1.0,0.4782608695652174,0.5454545454545454,0.17391304347826086,0.45454545454545453,0.5172413793103449
0,0,0,0.0573225470399856,0,0,1,0,0.42307692307692313,0.6666666666666665,0.6086956521739131,0.7272727272727273,0.7391304347826086,0.9090909090909091,0.06896551724137931
1,1,0,0.03916247604594035,1,0,0,0,0.5384615384615385,1.0,0.8695652173913043,0.45454545454545453,1.0,0.18181818181818182,0.034482758620689655
0,0,1,0.15829614291409977,0,0,1,0,0.7692307692307693,0.6666666666666665,0.4782608695652174,0.5454545454545454,0.043478260869565216,0.5454545454545454,0.44827586206896547
0,0,2,0.171954779879876,0,1,0,0,0.6538461538461539,0.6666666666666665,0.8260869565217391,0.18181818181818182,0.8260869565217391,0.0,0.7586206896551725
0,0,2,0.14940902601828868,0,1,0,0,0.19230769230769232,1.0,0.2608695652173913,0.8181818181818181,0.17391304347826086,0.45454545454545453,0.6896551724137931
0,0,2,0.11166128638123288,0,0,0,0,1.0,1.0,0.9565217391304348,0.0,0.8260869565217391,0.2727272727272727,0.6896551724137931
2,2,0,0.029207876223425463,0,1,0,1,0.8846153846153847,0.6666666666666665,0.2608695652173913,0.0,0.34782608695652173,0.8181818181818181,0.034482758620689655
0,0,1,0.19632682983293248,0,1,0,0,0.07692307692307693,0.0,0.34782608695652173,0.0,0.7826086956521738,0.9090909090909091,0.3103448275862069
0,0,1,0.14479184082929275,0,0,1,0,0.3076923076923077,0.33333333333333326,0.7391304347826086,0.5454545454545454,0.043478260869565216,0.5454545454545454,0.24137931034482757
1,1,1,0.06336732987794683,0,0,1,0,0.19230769230769232,1.0,1.0,0.5454545454545454,0.30434782608695654,0.8181818181818181,0.24137931034482757
0,0,1,0.04986302779313982,1,0,0,0,0.5384615384615385,1.0,0.08695652173913043,0.0,0.30434782608695654,0.45454545454545453,0.13793103448275862
0,0,1,0.0602291872982393,1,0,0,0,0.3076923076923077,1.0,0.30434782608695654,0.6363636363636364,0.6956521739130435,0.18181818181818182,0.24137931034482757
0,0,1,0.09937880210409887,0,0,1,0,0.7692307692307693,0.6666666666666665,0.5652173913043478,0.09090909090909091,0.0,1.0,0.3448275862068965
1,1,1,0.11684436613378263,0,1,0,1,0.7692307692307693,0.6666666666666665,0.8695652173913043,0.0,1.0,0.6363636363636364,0.896551724137931
0,0,2,0.17438555425514127,0,1,0,1,0.07692307692307693,1.0,0.8695652173913043,0.0,0.17391304347826086,0.45454545454545453,0.24137931034482757
0,0,1,0.04318804419122092,0,0,0,0,0.07692307692307693,0.33333333333333326,0.5217391304347826,0.5454545454545454,0.3913043478260869,0.45454545454545453,0.6551724137931035
0,0,1,0.05643512147441257,1,0,0,0,0.8846153846153847,1.0,0.6521739130434783,0.18181818181818182,0.8695652173913043,0.0,0.10344827586206896
0,0,1,0.06747006546371201,0,0,1,0,0.3076923076923077,1.0,0.5217391304347826,0.9090909090909091,0.9130434782608695,0.0,0.24137931034482757
1,1,0,0.027188661530744795,0,0,1,0,0.07692307692307693,0.33333333333333326,0.9565217391304348,0.36363636363636365,0.0,0.7272727272727273,0.034482758620689655
0,0,2,0.09660077424665287,0,1,0,1,0.7692307692307693,0.0,0.7826086956521738,0.45454545454545453,0.7826086956521738,0.9090909090909091,0.7931034482758621
2,2,0,0.027510192532764006,0,0,1,0,1.0,1.0,0.4782608695652174,0.7272727272727273,0.6086956521739131,0.5454545454545454,0.034482758620689655
1,1,1,0.16747906833176854,0,1,0,0,0.42307692307692313,0.6666666666666665,0.34782608695652173,0.45454545454545453,0.8695652173913043,0.8181818181818181,0.3793103448275862
1,1,1,0.08780368603140715,0,1,0,1,0.8846153846153847,0.6666666666666665,0.8695652173913043,0.0,0.34782608695652173,0.2727272727272727,0.3793103448275862
1,1,2,0.11495376384190964,0,0,0,0,0.3076923076923077,0.6666666666666665,0.34782608695652173,0.36363636363636365,0.30434782608695654,1.0,0.7586206896551725
0,0,2,0.16129281185291885,0,1,0,0,1.0,1.0,0.8695652173913043,0.0,0.5217391304347826,0.6363636363636364,0.5172413793103449
2,2,0,0.0912633596131339,1,0,0,0,0.07692307692307693,0.0,0.7826086956521738,1.0,0.9130434782608695,0.8181818181818181,0.034482758620689655
1,1,1,0.11684436613378263,0,1,0,1,0.42307692307692313,0.6666666666666665,0.6956521739130435,0.5454545454545454,0.7826086956521738,0.2727272727272727,0.8275862068965517
0,0,1,0.19632682983293248,0,1,0,0,0.19230769230769232,0.0,0.08695652173913043,0.2727272727272727,0.17391304347826086,0.45454545454545453,0.8620689655172414
1,1,1,0.09716666881020668,0,1,0,1,0.0,0.6666666666666665,0.3913043478260869,0.6363636363636364,0.6086956521739131,0.45454545454545453,0.9310344827586207
2,2,0,0.03881522256375959,1,0,0,0,0.8846153846153847,0.0,0.0,0.7272727272727273,0.13043478260869565,0.45454545454545453,0.034482758620689655
1,1,1,0.07591990019677697,0,0,0,0,0.3076923076923077,1.0,0.5217391304347826,0.0,0.5652173913043478,0.2727272727272727,0.8275862068965517
0,0,1,0.0602291872982393,1,0,0,0,0.3076923076923077,0.6666666666666665,0.2608695652173913,0.9090909090909091,0.6956521739130435,0.18181818181818182,0.27586206896551724
0,0,1,0.0450786464830939,0,0,1,0,0.42307692307692313,1.0,0.34782608695652173,0.8181818181818181,0.5652173913043478,0.2727272727272727,0.10344827586206896
0,0,1,0.14326135325968128,0,1,0,1,1.0,0.6666666666666665,0.5652173913043478,0.0,0.17391304347826086,0.45454545454545453,0.4827586206896552
3,3,0,0.05572775326997029,0,0,0,0,0.07692307692307693,0.0,0.5652173913043478,1.0,0.6521739130434783,0.45454545454545453,0.0
2,2,0,0.019960644605352847,0,0,1,0,0.7692307692307693,0.6666666666666665,0.21739130434782608,1.0,0.34782608695652173,0.6363636363636364,0.034482758620689655
0,0,1,0.061489588826154615,0,1,0,1,1.0,0.0,0.8260869565217391,0.2727272727272727,0.17391304347826086,0.45454545454545453,0.27586206896551724
2,2,0,0.021349658534075857,1,0,0,0,1.0,0.6666666666666665,0.043478260869565216,0.5454545454545454,0.17391304347826086,0.2727272727272727,0.034482758620689655
0,0,1,0.04395971859606704,0,1,0,1,0.07692307692307693,0.33333333333333326,0.6086956521739131,0.0,0.5217391304347826,0.6363636363636364,0.7241379310344828
0,0,0,0.08343086440394583,0,0,0,0,0.6538461538461539,0.33333333333333326,0.7826086956521738,0.09090909090909091,0.9130434782608695,0.18181818181818182,0.06896551724137931
1,1,1,0.16612863812328785,0,1,0,0,0.3076923076923077,1.0,0.3913043478260869,0.6363636363636364,0.9130434782608695,0.09090909090909091,0.3448275862068965
